name,num_frames,mota,motp
nd_3,175,0.7714285714285715,0.3296371941675045
nd_4,176,0.7693181818181818,0.3273043101111033
nd_5,178,0.7705286839145107,0.3209015937590458
nd_6,175,0.7700228832951945,0.3298583555342147
nd_7,176,0.770193401592719,0.328963843118783
nd_8,180,0.7708565072302558,0.33951099153421244
